001##T0001   22,長阿含經                                 ,【後秦 佛陀耶舍共竺佛念譯】
85a##T2809    1,攝大乘義章卷第四                         ,【】
85a##T2810    1,大乘百法明門論開宗義記                   ,【唐 曇曠撰】
85a##T2811    1,大乘百法明門論開宗義記序釋               ,【】
85a##T2812    1,大乘百法明門論開宗義決                   ,【唐 曇曠撰】
85a##T2813    2,大乘起信論略述                           ,【唐 曇曠撰】
85a##T2814    3,大乘起信論廣釋卷第三、四、五             ,【唐 曇曠撰】
85a##T2815    1,起信論註                                 ,【】
85a##T2816    1,因緣心釋論開決記                         ,【】
85a##T2817    1,大乘經纂要義                             ,【】
85a##T2818    1,大乘二十二問本                           ,【】
85a##T2819    1,諸經要抄                                 ,【】
85a##T2820    1,菩薩藏修道眾經抄卷第十二                 ,【】
85a##T2821    1,諸經要略文                               ,【】
85a##T2822    1,大乘要語                                 ,【】
85a##T2823    1,大乘入道次第開決                         ,【唐 曇曠撰】
85a##T2824    1,天台分門圖                               ,【】
85a##T2825    2,真言要決卷第一、第三                     ,【】
85a##T2826    1,略諸經論念佛法門往生淨土集卷上           ,【唐 慧日撰】
85a##T2827    2,淨土五會念佛誦經觀行儀卷中．下           ,【唐 法照撰】
85a##T2828    1,大乘淨土讚                               ,【】
85a##T2829    1,持齋念佛懺悔禮文                         ,【】
85a##T2830A   1,道安法師念佛讚                           ,【】
85a##T2830B   1,道安法師念佛讚文                         ,【】
85a##T2831    1,無心論                                   ,【】
85a##T2832    1,南天竺國菩提達摩禪師觀門                 ,【】
85a##T2833    1,觀心論                                   ,【】
85a##T2834    1,大乘無生方便門                           ,【】
85a##T2835    1,大乘開心顯性頓悟真宗論                   ,【唐 慧光釋】
85a##T2836    1,大乘北宗論                               ,【】
85a##T2837    1,楞伽師資記                               ,【唐 淨覺集】
85a##T2838    1,傳法寶紀                                 ,【唐 杜朏撰】
85a##T2839    1,讚禪門詩                                 ,【】
85a##T2840    1,三界圖                                   ,【】
85a##T2841    1,大佛略懺                                 ,【】
85a##T2842    1,印沙佛文                                 ,【】
85a##T2843    1,大悲啟請                                 ,【】
85a##T2844    1,文殊師利菩薩無相十禮                     ,【】
85a##T2845    1,押座文類                                 ,【】
85a##T2846    1,祈願文                                   ,【】
85a##T2847    1,祈願文                                   ,【】
85a##T2848    1,迴向文                                   ,【】
85a##T2849    1,大乘四齋日                               ,【】
85a##T2850    1,地藏菩薩十齋日                           ,【】
85a##T2851    1,和菩薩戒文                               ,【】
85a##T2852    1,入布薩堂說偈文等                         ,【】
85a##T2853    1,布薩文等                                 ,【】
85a##T2854    1,禮懺文                                   ,【】
85a##T2855    1,禮懺文                                   ,【】
85a##T2856    1,禮懺文                                   ,【】
85a##T2857    1,索法號義[(工*刀)/言]諷誦文               ,【】
85a##T2858    1,大目乾連冥間救母變文并圖                 ,【】
85a##T2859    1,惠遠外傳                                 ,【】
85a##T2860    1,府君存惠傳                               ,【】
85a##T2861    1,泉州千佛新著諸祖師頌                     ,【】
85a##T2862    1,大蕃沙洲釋門教法和尚洪[(工*刀)/言]修功德記 ,【】
85a##T2863    1,王梵志詩集                               ,【】
85a##T2864    1,進旨                                     ,【】
85b##T2865    1,護身命經                                 ,【】
85b##T2866    1,護身命經                                 ,【】
85b##T2867    1,慈仁問八十種好經                         ,【】
85b##T2868    2,決罪福經                                 ,【】
85b##T2869    1,妙好寶車經                               ,【】
85b##T2870    1,像法決疑經                               ,【】
85b##T2871    3,大通方廣懺悔滅罪莊嚴成佛經               ,【】
85b##T2872    1,妙法蓮華經廣量天地品第二十九             ,【】
85b##T2873    1,首羅比丘經                               ,【】
85b##T2874    1,小法滅盡經                               ,【】
85b##T2875    1,大方廣華嚴十惡品經                       ,【】
85b##T2876    1,天公經                                   ,【】
85b##T2877    1,如來在金棺囑累清淨莊嚴敬福經             ,【】
85b##T2878    1,救疾經                                   ,【】
85b##T2879    1,普賢菩薩說證明經                         ,【】
85b##T2880    4,究竟大悲經卷第二、三、四                 ,【】
85b##T2881    1,善惡因果經                               ,【】
85b##T2882    1,咒魅經                                   ,【】
85b##T2883    1,法王經                                   ,【】
85b##T2884    1,大威儀請問                               ,【】
85b##T2885    2,佛性海藏智慧解脫破心相經                 ,【】
85b##T2886    1,佛為心王菩薩說投陀經卷上                 ,【】
85b##T2887    1,父母恩重經                               ,【】
85b##T2888    1,延壽命經                                 ,【】
85b##T2889    1,續命經                                   ,【】
85b##T2890    1,如來成道經                               ,【】
85b##T2891    1,山海慧菩薩經                             ,【】
85b##T2892    1,現報當受經                               ,【】
85b##T2893    1,大辯邪正經                               ,【】
85b##T2894    1,三廚經                                   ,【】
85b##T2895    1,要行捨身經                               ,【】
85b##T2896    1,示所犯者瑜伽法鏡經                       ,【】
85b##T2897    1,天地八陽神咒經                           ,【】
85b##T2898    1,高王觀世音經                             ,【】
85b##T2899    1,妙法蓮華經馬明菩薩品第三十               ,【】
85b##T2900    1,齋法清淨經                               ,【】
85b##T2901    1,法句經                                   ,【】
85b##T2902    1,法句經疏                                 ,【】
85b##T2903    1,無量大慈教經                             ,【】
85b##T2904    1,七千佛神符經                             ,【】
85b##T2905    1,現在十方千五百佛名並雜佛同號             ,【】
85b##T2906    1,三萬佛同根本神祕之印並法龍種上尊王佛法   ,【】
85b##T2907    1,普賢菩薩行願王經                         ,【】
85b##T2908    1,大方廣佛華嚴經普賢菩薩行願王品           ,【】
85b##T2909    1,地藏菩薩經                               ,【】
85b##T2910    1,金有陀羅尼經                             ,【】
85b##T2911    1,讚僧功德經                               ,【】
85b##T2912    1,無常三啟經                               ,【】
85b##T2913    1,七女觀經                                 ,【】
85b##T2914    1,觀經                                     ,【】
85b##T2915    1,救諸眾生一切苦難經                       ,【】
85b##T2916    1,勸善經                                   ,【】
85b##T2917A   1,新菩薩經                                 ,【】
85b##T2917B   1,新菩薩經                                 ,【】
85b##T2918    1,釋家觀化還愚經                           ,【】
85b##T2919    1,佛母經                                   ,【】
85b##T2920    1,僧伽和尚欲入涅槃說六度經                 ,【】
